id,license,image_url,scientific_name,common_name,"field:diving, snorkeling, angling, shore etc",Usability,Kelp,Photo_Scale,Notes
109708505,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/184949625/large.jpeg,Canthigaster callisterna,Clown Toby,,Yes,Absent,Close (<30cm),
109711670,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/184955099/large.jpeg,Dascyllus trimaculatus,Threespot Humbug,,Yes,Absent,Close (<30cm),
109828330,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185177540/large.jpg,Scorpaena jacksoniensis,Eastern Red Scorpionfish,,Yes,Absent,Close (<30cm),
109828332,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185177546/large.jpg,Orectolobus maculatus,Spotted Wobbegong,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),
109896670,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185305216/large.jpeg,Bovichtus angustifrons,Dragonet,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),
109896674,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185305254/large.jpeg,Tetractenos glaber,Smooth Toadfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),mainly sarg -but some possible kelp?
109902185,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185317215/large.jpeg,Trygonoptera testacea,Common Stingaree,,Yes,Absent,Mid (0.3-1m),Sand
109902196,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185317293/large.jpeg,Scorpis lineolata,Silver Sweep,,Blurry,,,
109975122,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185447437/large.png,Enoplosus armatus,Old Wife,ROV,Yes,Present,Mid (0.3-1m),fraction kelp in foreground - but blurry/dark
109975131,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185447639/large.png,Seriola lalandi,Yellowtail Kingfish,ROV,Blurry,Absent,Wide-angle (>1m),likely absent - but very blurry
110063035,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185609092/large.jpeg,Ferdauia ferdau,Barred Trevally,,Water,,,
110250121,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185949764/large.jpeg,Ostorhinchus limenus,Sydney Cardinalfish,,Yes,Absent,Close (<30cm),
110250129,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185949817/large.jpeg,Brachaelurus waddi,Blind Shark,,Yes,Absent,Close (<30cm),
110250136,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185949925/large.jpeg,Labroides dimidiatus,Bluestreak Cleaner Wrasse,,Yes,Absent,Mid (0.3-1m),
110250162,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/185950111/large.jpeg,Pempheris affinis,Blacktip Bullseye,,Yes,Absent,Mid (0.3-1m),
110524781,,https://static.inaturalist.org/photos/186458737/large.jpg,Euristhmus lepturus,Longtail Catfish,angling,Land,,,
110524979,,https://static.inaturalist.org/photos/186459088/large.jpg,Argyrosomus japonicus,Mulloway,angling,Land,,,
110623625,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/186642637/large.jpeg,Plectroglyphidodon leucozona,Whiteband Damsel,rockpool,Yes,Absent,Mid (0.3-1m),
110624660,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/186645280/large.jpeg,Terapon jarbua,Crescent Grunter,rockpool,Yes,Absent,Mid (0.3-1m),
110637584,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/186671421/large.jpeg,Gymnosarda unicolor,Dogtooth Tuna,,Land,,,
110822338,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/187012189/large.jpeg,Scorpaena jacksoniensis,Eastern Red Scorpionfish,,Yes,Absent,Close (<30cm),almost full-frame subject
110822340,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/187012206/large.jpeg,Upeneus australiae,Australian Goatfish,,Yes,Absent,Mid (0.3-1m),Sand
110835360,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/187036841/large.jpeg,Hypoplectrodes maccullochi,Halfbanded Seaperch,,Yes,Absent,Close (<30cm),
110835731,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/187037242/large.jpeg,Thalassoma lunare,Moon Wrasse,,Yes,Present,Close (<30cm),
110905212,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/187160766/large.jpeg,Anoplocapros inermis,Eastern Smooth Boxfish,,Yes,Absent,Close (<30cm),Mostly sand?
111167860,CC-BY-NC,https://static.inaturalist.org/photos/187634544/large.jpg,Cleidopus gloriamaris,Australian Pineapplefish,,Land,,,
111277934,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/187834236/large.jpg,Reicheltia halsteadi,Halstead's Toadfish,,Blurry,Absent,Mid (0.3-1m),likely absent - but very blurry
111628204,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/188467928/large.jpg,Epinephelus daemelii,Black Rockcod,,Yes,Absent,Wide-angle (>1m),
111849308,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/188865058/large.jpg,Pentapodus paradiseus,Paradise Threadfin Bream,,Yes,Absent,Close (<30cm),
112089616,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/189304332/large.jpg,Diodon hystrix,Spotted Porcupinefish,diving or snorkeling or underwater,Yes,Absent,Wide-angle (>1m),
112133557,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/189386590/large.jpg,Ptereleotris evides,Arrow Dartgoby,diving or snorkeling or underwater,Blurry,Present,Mid (0.3-1m),likely present - but very blurry.
112142523,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/189401204/large.png,Meuschenia trachylepis,Yellowfin Leatherjacket,ROV,Yes,Present,Wide-angle (>1m),
112254381,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/189599369/large.jpeg,Allomycterus pilatus,Deepwater Burrfish,,Land,,,
112461820,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/189951113/large.jpeg,Parapercis ramsayi,Spotted Grubfish,,Yes,Absent,Close (<30cm),Mostly sand?
112461824,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/189951140/large.jpeg,Eupetrichthys angustipes,Snakeskin Wrasse,,Yes,Absent,Close (<30cm),
112461835,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/189951228/large.jpeg,Halichoeres hartzfeldii,Orangeline Wrasse,,Yes,Absent,Close (<30cm),
112461888,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/189951634/large.jpeg,Pelates sexlineatus,Eastern Striped Grunter,,Yes,Absent,Wide-angle (>1m),Seagrass
112484306,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/189995455/large.jpg,Hippocampus abdominalis,Bigbelly Seahorse,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
112484325,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/189995689/large.jpg,Chirodactylus spectabilis,Banded Morwong,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
112493407,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190011335/large.jpg,Naso unicornis,Bluespine Unicornfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
112493419,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190011492/large.jpg,Acanthurus dussumieri,Pencil Surgeonfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
112497914,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190019954/large.jpeg,Parma oligolepis,Bigscale Scalyfin,,Yes,Absent,Close (<30cm),
112497917,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190019969/large.jpeg,Aetobatus ocellatus,Whitespotted Eagle Ray,,Blurry,Absent,Mid (0.3-1m),likely absent - but very blurry
112499439,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190022839/large.jpeg,Halichoeres marginatus,Dusky Wrasse,,Blurry,Present,Close (<30cm),likely kelp - but difficult to tell - close/blurry
112504517,,https://static.inaturalist.org/photos/190031879/large.jpg,Trachinotus coppingeri,Swallowtail Dart,,Land,,,
112655249,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190298249/large.jpg,Lutjanus quinquelineatus,Fiveline Snapper,diving or snorkeling or underwater,Blurry,,,
112660618,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190308040/large.jpeg,Caesio caerulaurea,Scissor-tailed Fusilier,,Blurry,,,
112801502,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190558759/large.jpeg,Dicotylichthys punctulatus,Threebar Porcupinefish,,Yes,Absent,Mid (0.3-1m),Sand
112801505,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190558773/large.jpeg,Hypoplectrodes maccullochi,Halfbanded Seaperch,,Yes,Absent,Mid (0.3-1m),
112806710,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190569154/large.jpeg,Heterodontus galeatus,Crested Hornshark,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
112808553,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190572440/large.jpeg,Scorpaenopsis diabolus,False Stonefish,,Yes,Absent,Close (<30cm),
112811218,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190577202/large.jpeg,Pentapodus paradiseus,Paradise Threadfin Bream,,Yes,Absent,Close (<30cm),
112814656,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190583268/large.jpeg,Ostracion cubicum,Yellow Boxfish,,Blurry,Absent,Close (<30cm),blurry but distinct background
112815033,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190583471/large.jpeg,Parupeneus spilurus,Blacksaddle Goatfish,,Yes,Absent,Close (<30cm),
112815348,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190584456/large.jpeg,Hippocampus whitei,White's Seahorse,,Yes,Absent,Close (<30cm),
112815679,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190584637/large.jpeg,Petroscirtes lupus,Brown Sabretooth Blenny,,Yes,Absent,Close (<30cm),Sand
112938590,CC-BY-NC,https://static.inaturalist.org/photos/190808564/large.jpeg,Chaetodon auriga,Threadfin Butterflyfish,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),Sand
112956010,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190837989/large.jpg,Myxus elongatus,Sand Mullet,,Blurry,,Close (<30cm),
112956020,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190838123/large.jpeg,Acanthurus olivaceus,Orangeblotch Surgeonfish,,Blurry,,Close (<30cm),
112956024,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/190838185/large.jpg,Chaetodon auriga,Threadfin Butterflyfish,,Yes,Absent,Close (<30cm),
113050799,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191004821/large.jpeg,Centropogon australis,Eastern Fortescue,,Yes,Absent,Close (<30cm),
113050801,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191004842/large.jpeg,Anoplocapros inermis,Eastern Smooth Boxfish,,Yes,Absent,Close (<30cm),
113050807,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191004904/large.jpeg,Pictilabrus laticlavius,Senator Wrasse,,Blurry,Absent,Mid (0.3-1m),likely absent - but blurry
113050808,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191004922/large.jpeg,Girella tricuspidata,Luderick,,Yes,Absent,Mid (0.3-1m),
113050838,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191005096/large.jpeg,Cleidopus gloriamaris,Australian Pineapplefish,,Yes,Absent,Mid (0.3-1m),
113296184,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191437166/large.jpeg,Meuschenia trachylepis,Yellowfin Leatherjacket,,Yes,Absent,Close (<30cm),
113625609,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191953491/large.jpeg,Soleichthys microcephalus,Smallhead Sole,,Yes,Absent,Close (<30cm),almost full-frame subject
113629803,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191962015/large.jpeg,Antennarius striatus,Striate Anglerfish,,Yes,Absent,Close (<30cm),Sand
113635673,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191962828/large.jpg,Morwong fuscus,Red Morwong,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),
113635698,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191963344/large.jpg,Ostorhinchus limenus,Sydney Cardinalfish,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),
113635731,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191964297/large.jpg,Enoplosus armatus,Old Wife,diving or snorkeling or underwater,Blurry,Absent,Mid (0.3-1m),likely absent - but blurry
113635778,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191965504/large.jpg,Austrolabrus maculatus,Blackspotted Wrasse,diving or snorkeling or underwater,Yes,Present,Mid (0.3-1m),
113635804,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191965945/large.jpg,Chaetodon citrinellus,Citron Butterflyfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
113635825,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/191966395/large.jpg,Stethojulis interrupta,Brokenline Wrasse,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
113756909,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/192166792/large.jpg,Canthigaster valentini,Blacksaddle Toby,,Yes,Absent,Close (<30cm),
113759785,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/192170951/large.jpg,Dendrochirus brachypterus,Dwarf Lionfish,,Yes,Absent,Close (<30cm),
113759805,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/192171413/large.jpeg,Antennarius striatus,Striate Anglerfish,,Yes,Absent,Close (<30cm),Sand
114119440,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/192743697/large.jpg,Gerres subfasciatus,Common Silverbiddy,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),Mostly sand?
114119477,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/192744617/large.jpg,Ostracion cubicum,Yellow Boxfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
114119497,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/192745038/large.jpg,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
114119513,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/192745421/large.jpg,Chrysophrys auratus,Australasian Snapper,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),Sand
114146892,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/192789606/large.jpg,Hippocampus abdominalis,Bigbelly Seahorse,,Yes,Absent,Close (<30cm),
114165205,CC-BY-NC,https://static.inaturalist.org/photos/192818047/large.jpeg,Seriola lalandi,Yellowtail Kingfish,diving or snorkeling or underwater,Blurry,Present,Wide-angle (>1m),likely kelp - but difficult to tell - blurry
114181498,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/192843412/large.jpg,Tetractenos glaber,Smooth Toadfish,,Yes,Absent,Close (<30cm),Sand
114194483,CC-BY-NC,https://static.inaturalist.org/photos/192863801/large.jpeg,Scorpaena jacksoniensis,Eastern Red Scorpionfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
114467626,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/193292320/large.jpg,Upeneichthys lineatus,Bluestriped Goatfish,,Yes,Present,Mid (0.3-1m),Kelp wrack
114618434,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/193534658/large.jpg,Parupeneus spilurus,Blacksaddle Goatfish,diving or snorkeling or underwater,Yes,Present,Mid (0.3-1m),
114618439,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/193534775/large.jpg,Caranx melampygus,Bluefin Trevally,diving or snorkeling or underwater,Yes,Absent,Wide-angle (>1m),Sand
114618441,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/193534887/large.jpg,Plectroglyphidodon gascoynei,Coral Sea Gregory,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
114618451,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/193535042/large.jpg,Pomacentrus coelestis,Neon Damselfish,diving or snorkeling or underwater,Blurry,Absent,Mid (0.3-1m),blurry but distinct background
114634473,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/193561161/large.jpg,Parablennius intermedius,Horned Blenny,,Yes,Absent,Close (<30cm),
114668604,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/193605775/large.png,Achoerodus viridis,Eastern Blue Groper,ROV,Yes,Present,Mid (0.3-1m),
115085182,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194269178/large.jpg,Coris aurilineata,Goldlined Wrasse,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
115085225,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194269580/large.jpg,Pempheris compressa,Smallscale Bullseye,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
115085232,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194269641/large.jpg,Lutjanus kasmira,Bluestriped Snapper,diving or snorkeling or underwater,Dark,,,
115085253,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194269824/large.jpg,Orectolobus halei,Gulf Wobbegong,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
115085261,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194269917/large.jpg,Zanclus cornutus,Moorish Idol,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
115085299,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194270515/large.jpg,Meuschenia trachylepis,Yellowfin Leatherjacket,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
115085311,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194270566/large.jpg,Chromis hypsilepis,Onespot Puller,diving or snorkeling or underwater,Blurry,Absent,Mid (0.3-1m),Mostly sand?
115085317,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194270711/large.jpg,Plectroglyphidodon gascoynei,Coral Sea Gregory,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
115085319,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194270730/large.jpg,Pomacentrus coelestis,Neon Damselfish,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),
115085321,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194270748/large.jpg,Cheilio inermis,Cigar Wrasse,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),potentially kelp present - but indistinct
115305732,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194639368/large.jpeg,Anoplocapros inermis,Eastern Smooth Boxfish,,Yes,Absent,Mid (0.3-1m),
115307611,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194641486/large.jpeg,Orectolobus ornatus,Ornate Wobbegong,,Yes,Absent,Close (<30cm),
115309889,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194645488/large.jpeg,Cleidopus gloriamaris,Australian Pineapplefish,,Yes,Absent,Mid (0.3-1m),
115309894,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194645514/large.jpeg,Scorpaena jacksoniensis,Eastern Red Scorpionfish,,Yes,Absent,Mid (0.3-1m),
115309896,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194645533/large.jpeg,Trygonorrhina fasciata,Eastern Fiddler Ray,,Blurry,Absent,Wide-angle (>1m),likely absent - but blurry
115324546,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194670492/large.jpg,Scorpaena jacksoniensis,Eastern Red Scorpionfish,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),
115324548,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194670551/large.jpg,Parapercis stricticeps,Whitestreak Grubfish,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),Sand
115348675,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194700507/large.jpeg,Antennarius striatus,Striate Anglerfish,,Yes,Absent,Close (<30cm),
115353011,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194706809/large.jpeg,Antennarius striatus,Striate Anglerfish,,Yes,Absent,Close (<30cm),Sand
115494550,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/194921810/large.jpeg,Antennarius striatus,Striate Anglerfish,,Yes,Absent,Close (<30cm),Mostly sand?
115540701,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/195001068/large.jpg,Ostracion cubicum,Yellow Boxfish,diving or snorkeling or underwater,Blurry,Absent,Mid (0.3-1m),
115548440,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/195014515/large.jpeg,Antennarius striatus,Striate Anglerfish,,Blurry,Absent,Close (<30cm),almost full-frame subject
115635127,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/195160564/large.jpg,Zanclus cornutus,Moorish Idol,,Yes,Absent,Mid (0.3-1m),
115687978,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/195254709/large.jpeg,Trachurus novaezelandiae,Yellowtail Scad,,Blurry,,Mid (0.3-1m),potentially kelp present - but indistinct
115692859,,https://static.inaturalist.org/photos/195264508/large.jpg,Pempheris affinis,Blacktip Bullseye,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
115721856,,https://static.inaturalist.org/photos/195311163/large.jpeg,Plotosus lineatus,Striped Eel Catfish,,Dark,Present,Close (<30cm),Kelp wrack
115811985,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/195460799/large.jpeg,Gnathophis longicauda,Little Conger,,Yes,Absent,Close (<30cm),Sand
115857925,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/195541882/large.jpg,Lutjanus kasmira,Bluestriped Snapper,,Yes,Absent,Close (<30cm),
115987067,,https://static.inaturalist.org/photos/195755034/large.jpeg,Neotrygon trigonoides,Coral Sea Maskray,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),Sand
115987068,,https://static.inaturalist.org/photos/195755151/large.jpeg,Girella tricuspidata,Luderick,,Yes,Absent,Wide-angle (>1m),
116039375,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/195849310/large.jpg,Chaetodon flavirostris,Dusky Butterflyfish,diving or snorkeling or underwater,Yes,Absent,Mid (0.3-1m),
116043252,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/195856830/large.jpg,Plectroglyphidodon leucozona,Whiteband Damsel,diving or snorkeling or underwater,Yes,Absent,Close (<30cm),
116046282,CC-BY-NC,https://static.inaturalist.org/photos/195861643/large.jpeg,Trygonoptera testacea,Common Stingaree,,Yes,Absent,Mid (0.3-1m),Sand
116050866,CC-BY-NC,https://static.inaturalist.org/photos/195869105/large.jpeg,Dinolestes lewini,Longfin Pike,,Yes,Absent,Wide-angle (>1m),potentially kelp present - but indistinct
116050925,CC-BY-NC,https://static.inaturalist.org/photos/195869221/large.jpeg,Scobinichthys granulatus,Rough Leatherjacket,,Yes,Absent,Close (<30cm),
116052231,CC-BY-NC,https://static.inaturalist.org/photos/195871110/large.jpeg,Scorpaena jacksoniensis,Eastern Red Scorpionfish,,Yes,Absent,Mid (0.3-1m),
116052646,CC-BY-NC,https://static.inaturalist.org/photos/195871822/large.jpeg,Parupeneus pleurostigma,Sidespot Goatfish,,Yes,Absent,Mid (0.3-1m),
116055738,CC-BY-NC,https://static.inaturalist.org/photos/195876719/large.jpeg,Trachurus novaezelandiae,Yellowtail Scad,,Yes,Present,Wide-angle (>1m),
116055999,CC-BY-NC,https://static.inaturalist.org/photos/195877204/large.jpeg,Pempheris multiradiata,Bigscale Bullseye,,Yes,Absent,Wide-angle (>1m),
116065142,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/195891681/large.jpeg,Suezichthys devisi,Australian Rainbow Wrasse,,Yes,Absent,Close (<30cm),Sand
116247426,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/196211294/large.jpg,Phyllopteryx taeniolatus,Common Sea Dragon,,Land,,,but has kelp wrack present
116392346,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/196470695/large.jpeg,Scorpaena jacksoniensis,Eastern Red Scorpionfish,,Yes,Absent,Close (<30cm),
116937513,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/197436234/large.png,Parupeneus spilurus,Blacksaddle Goatfish,ROV,Blurry,Absent,Wide-angle (>1m),potentially kelp present - but indistinct
116937528,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/197436600/large.png,Brachaluteres jacksonianus,Southern Pygmy Leatherjacket,ROV,Yes,Absent,Close (<30cm),
116937535,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/197436868/large.png,Acanthopagrus australis,Yellowfin Bream,ROV,Blurry,,,
116940016,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/197440689/large.jpg,Pempheris compressa,Smallscale Bullseye,,Yes,Absent,Wide-angle (>1m),potentially kelp present - but indistinct
117090353,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/197705360/large.jpeg,Girella tricuspidata,Luderick,,Blurry,Absent,Mid (0.3-1m),
117093827,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/197714520/large.jpg,Phyllopteryx taeniolatus,Common Sea Dragon,,Land,,,
117114031,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/197751491/large.jpg,Phyllopteryx taeniolatus,Common Sea Dragon,,Land,,,
117545131,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/198525656/large.jpeg,Achoerodus viridis,Eastern Blue Groper,,Yes,Present,Wide-angle (>1m),present but minimal/indistinct - mainly other algae
117545135,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/198525708/large.jpeg,Parma microlepis,White-ear,,Yes,Absent,Mid (0.3-1m),
117545137,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/198525791/large.jpeg,Scobinichthys granulatus,Rough Leatherjacket,,Yes,Absent,Mid (0.3-1m),crayweed
117545139,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/198525808/large.jpeg,Olisthops cyanomelas,Herring Cale,,Yes,Absent,Mid (0.3-1m),crayweed
117545156,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/198526076/large.jpeg,Morwong fuscus,Red Morwong,,Yes,Absent,Wide-angle (>1m),
117545162,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/198526268/large.jpeg,Scorpis lineolata,Silver Sweep,,Water,,,
