,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,geometry,index_right,PB_NAME,PB_NUM,WATER_TYPE,AREA_KM2,UW_Wrack,,,,
143,35796413,2012/02/04 7:10 PM AEDT,04-02-12,2012-02-04 08:10:00 UTC,Sydney,2329353,carl_ramirez,Carl Ramirez,2019-11-17 23:43:22 UTC,2023-06-02 08:22:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/35796413,https://inaturalist-open-data.s3.amazonaws.com/photos/56489930/medium.jpeg,,,,2,0,FALSE,,"Newcastle NSW, Australia",-32.92328571,151.7934978,20,,,,20,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.7934977846 -32.9232857146),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
144,36120726,2019-11-27 3:12:15 PM GMT+11:00,27-11-19,2019-11-27 04:12:15 UTC,Magadan,2329353,carl_ramirez,Carl Ramirez,2019-11-27 04:13:37 UTC,2023-06-02 08:22:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/36120726,https://inaturalist-open-data.s3.amazonaws.com/photos/57058311/medium.jpeg,,,,2,0,FALSE,2,"Sydney NSW, Australia",-33.83926084,151.2548827,3,,,,3,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2548826635 -33.8392608365),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
145,36229131,2019/11/30 12:04 PM EST,30-11-19,2019-11-30 17:04:00 UTC,Eastern Time (US & Canada),787311,apteryxrowi,,2019-11-30 20:56:40 UTC,2022-07-31 07:42:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36229131,https://inaturalist-open-data.s3.amazonaws.com/photos/57241946/medium.jpg,,,,2,0,FALSE,,"Port Macquarie NSW 2444, Australia",-31.46800814,152.9338701,61,,,,61,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (152.9338700877 -31.4680081383),,,,,,W,,,,
146,36343257,2019-11-30 9:19:39 AM GMT+11:00,30-11-19,2019-11-29 22:19:39 UTC,Magadan,2028891,curiouscoucal,Kaitlyn,2019-12-04 09:19:53 UTC,2022-07-31 07:42:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36343257,https://inaturalist-open-data.s3.amazonaws.com/photos/57439614/medium.jpeg,,,,2,0,FALSE,2,"Wapengo NSW 2550, Australia",-36.61537262,150.0297294,71,,,,71,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.0297293812 -36.6153726231),,,,,,W,,,,
147,36528832,2019-11-12 12:07:49 PM GMT+11:00,12-11-19,2019-11-12 01:07:49 UTC,Magadan,793005,twan3253,Tim,2019-12-10 12:54:28 UTC,2022-07-31 07:42:40 UTC,research,CC-BY,https://www.inaturalist.org/observations/36528832,https://inaturalist-open-data.s3.amazonaws.com/photos/57755003/medium.jpeg,,,,2,0,FALSE,2,"Coffs Harbour NSW 2450, Australia",-30.30161858,153.1409149,,,,,,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.140914917 -30.301618576),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
148,36613548,2019-11-12 6:18:48 PM GMT+11:00,12-11-19,2019-11-12 07:18:48 UTC,Magadan,793005,twan3253,Tim,2019-12-13 10:50:43 UTC,2022-07-31 07:42:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/36613548,https://inaturalist-open-data.s3.amazonaws.com/photos/57898553/medium.jpeg,,,,2,0,FALSE,2,"Coffs Harbour NSW 2450, Australia",-30.26791191,153.1402435,,,,,,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.1402435303 -30.267911911),,,,,,W,,,,
149,36790553,Fri Dec 20 2019 11:23:53 GMT+1100 (GMT+11),20-12-19,2019-12-20 00:23:53 UTC,Magadan,2015364,jey42,,2019-12-20 02:50:39 UTC,2022-07-31 07:42:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36790553,https://inaturalist-open-data.s3.amazonaws.com/photos/58213896/medium.jpg,,,Sea weed,2,0,FALSE,3,"Manly, AU-NS, AU",-33.81544126,151.2857828,6,,,,6,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.285782841 -33.8154412596),,,,,,U,,,,
150,36837322,2019/12/20 7:42 AM EST,20-12-19,2019-12-20 12:42:00 UTC,Eastern Time (US & Canada),787311,apteryxrowi,,2019-12-21 23:21:22 UTC,2022-07-31 07:42:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36837322,https://inaturalist-open-data.s3.amazonaws.com/photos/58295719/medium.jpg,,,,4,0,FALSE,,"Central Coast NSW, Australia",-33.50070208,151.4252658,15,,,,15,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.4252658448 -33.5007020842),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
151,36941018,2019-12-03 6:20:11 PM GMT+11:00,03-12-19,2019-12-03 07:20:11 UTC,Magadan,793005,twan3253,Tim,2019-12-25 16:41:04 UTC,2022-07-31 07:42:33 UTC,research,CC-BY,https://www.inaturalist.org/observations/36941018,https://inaturalist-open-data.s3.amazonaws.com/photos/58476723/medium.jpeg,,,,2,0,FALSE,2,"Collaroy NSW 2097, Australia",-33.735608,151.305905,110,,,,110,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.305905 -33.735608),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
152,36992296,Fri Dec 27 2019 16:25:25 GMT+1100 (GMT+11),27-12-19,2019-12-27 05:25:25 UTC,Magadan,1563914,caitlyn29,Caitlyn Blair,2019-12-27 06:32:26 UTC,2022-07-31 07:31:37 UTC,research,,https://www.inaturalist.org/observations/36992296,https://static.inaturalist.org/photos/58567600/medium.jpg,,,,2,0,FALSE,3,"Gwinganna Avenue, Kiama, NSW, AU",-34.68246883,150.8579475,1394,,,,1394,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.8579474663 -34.6824688311),,,,,,W,,,,
153,37057211,Sun Dec 29 2019 16:06:44 GMT+1100 (GMT+11),29-12-19,2019-12-29 05:06:44 UTC,Magadan,2015364,jey42,,2019-12-29 07:34:46 UTC,2022-07-31 07:31:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37057211,https://inaturalist-open-data.s3.amazonaws.com/photos/58683240/medium.jpg,,,Seaweed,2,0,FALSE,3,"Pittwater, Ku-ring-gai Chase, AU-NS, AU",-33.57330659,151.2867259,8,,,,8,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2867259266 -33.5733065945),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
154,37335077,2019/11/28 6:41 PM AEDT,28-11-19,2019-11-28 07:41:00 UTC,Sydney,793005,twan3253,Tim,2020-01-06 11:32:40 UTC,2022-07-31 07:31:34 UTC,research,CC-BY,https://www.inaturalist.org/observations/37335077,https://inaturalist-open-data.s3.amazonaws.com/photos/59166969/medium.jpeg,,,,2,0,FALSE,,"Sydney NSW, Australia",-33.80025362,151.2846204,8,,,,8,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2846204465 -33.8002536174),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
155,37335084,2019/11/28 6:47 PM AEDT,28-11-19,2019-11-28 07:47:00 UTC,Sydney,793005,twan3253,Tim,2020-01-06 11:32:47 UTC,2022-07-31 07:31:33 UTC,research,CC-BY,https://www.inaturalist.org/observations/37335084,https://inaturalist-open-data.s3.amazonaws.com/photos/59167110/medium.jpeg,,,,2,0,FALSE,,"Sydney NSW, Australia",-33.8001844,151.2844461,9,,,,9,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2844460905 -33.8001843971),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
157,37582875,13-01-20,13-01-20,,UTC,2255311,angus-skipper,,2020-01-14 11:33:18 UTC,2022-07-31 07:31:32 UTC,research,,https://www.inaturalist.org/observations/37582875,https://inaturalist-open-data.s3.amazonaws.com/photos/59606938/medium.jpeg,,,,2,0,FALSE,333,Undefined location,-35.818745,150.22888,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.22888 -35.818745),33,Southeast Shelf Transition,37,Transitional Waters,59612.67573,W,,,,
158,38560038,2020/02/12 1:19 PM AEDT,12-02-20,2020-02-12 02:19:00 UTC,Sydney,2329106,cesdamess,,2020-02-12 04:30:20 UTC,2022-07-31 07:31:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38560038,https://inaturalist-open-data.s3.amazonaws.com/photos/61301438/medium.jpg,,,,2,0,FALSE,,"Iluka NSW 2466, Australia",-29.39546154,153.3722919,15,,,,15,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.3722918703 -29.3954615363),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
159,38823553,2020-02-14 4:56:15 PM GMT+11:00,14-02-20,2020-02-13 18:56:15 UTC,Magadan,793005,twan3253,Tim,2020-02-19 06:59:42 UTC,2022-07-31 07:31:27 UTC,research,CC-BY,https://www.inaturalist.org/observations/38823553,https://inaturalist-open-data.s3.amazonaws.com/photos/61760826/medium.jpeg,,,,2,0,FALSE,2,"New South Wales, Australia",-33.73875809,151.3106384,,,,,,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.3106384277 -33.7387580872),,,,,,W,,,,
160,38825185,2020-02-14 6:34:25 PM GMT+11:00,14-02-20,2020-02-13 20:34:25 UTC,Magadan,793005,twan3253,Tim,2020-02-19 09:00:05 UTC,2022-07-31 07:31:26 UTC,research,CC-BY,https://www.inaturalist.org/observations/38825185,https://inaturalist-open-data.s3.amazonaws.com/photos/61763680/medium.jpeg,,,All over the beach,2,0,FALSE,2,"Collaroy NSW 2097, Australia",-33.73853683,151.3070374,,,,,,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.3070373535 -33.7385368347),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
162,39301685,Fri Feb 28 2020 13:25:15 GMT+1100 (GMT+11),28-02-20,2020-02-27 15:25:15 UTC,Magadan,2611033,thomaslewis1,Thomas Lewis,2020-02-28 02:26:00 UTC,2022-12-25 15:52:55 UTC,research,,https://www.inaturalist.org/observations/39301685,https://static.inaturalist.org/photos/62336423/medium.jpg,,,,4,0,FALSE,3,"Tasmania, Tinderbox, TAS, AU",-43.05771862,147.330235,5,,,,5,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3302349543 -43.057718617),,,,,,W,,,,
163,39638498,2020/03/07 8:44 AM AEDT,07-03-20,2020-03-06 21:44:00 UTC,Sydney,1446495,jenssommer01,Jens Sommer-Knudsen,2020-03-07 05:29:57 UTC,2022-07-31 07:31:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39638498,https://inaturalist-open-data.s3.amazonaws.com/photos/62904326/medium.jpeg,,,Apologies for the low quality photos - weather and visibility was not very good and i only brought a simple camera...,2,0,FALSE,,"Sydney NSW, Australia",-33.83940687,151.2536768,48,,,,48,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2536768054 -33.8394068716),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
164,39790716,Tue Mar 10 2020 18:48:53 GMT+1100 (GMT+11),10-03-20,2020-03-10 07:48:53 UTC,Magadan,1631817,harrison33,Harrison Schulz,2020-03-10 07:49:04 UTC,2022-11-11 06:34:56 UTC,research,,https://www.inaturalist.org/observations/39790716,https://static.inaturalist.org/photos/63165706/medium.jpg,,,,3,0,FALSE,3,"Beach Park, Black Rock, VIC, AU",-37.96360877,145.0113016,6,,,,6,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (145.0113015776 -37.9636087704),,,,,,W,,,,
165,39904885,Fri Mar 13 2020 10:46:42 GMT+1100 (GMT+11),13-03-20,2020-03-12 23:46:42 UTC,Magadan,2236847,briancadam,briancadam,2020-03-13 00:01:24 UTC,2022-07-31 07:31:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39904885,https://inaturalist-open-data.s3.amazonaws.com/photos/63358116/medium.jpg,,,,4,0,FALSE,3,"Coffs Harbour, Coffs Harbour, NSW, AU",-30.30586167,153.1424112,2000,,,,2000,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.14241117 -30.30586167),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
166,40667855,Sun Mar 22 2020 11:27:45 GMT+1100 (GMT+11),22-03-20,2020-03-22 00:27:45 UTC,Magadan,2595419,claymead,,2020-03-24 23:54:31 UTC,2022-07-31 07:31:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40667855,https://inaturalist-open-data.s3.amazonaws.com/photos/64465662/medium.jpg,,,,2,0,FALSE,3,"Port Hacking, NSW, AU",-34.07008646,151.158123,2195,,,,2195,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.1581230206 -34.0700864637),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
167,41287720,2020/04/03 11:12 AM AEDT,03-04-20,2020-04-03 00:12:00 UTC,Sydney,661392,nicklambert,Nick Lambert,2020-04-03 11:09:13 UTC,2022-07-31 07:31:09 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/41287720,https://inaturalist-open-data.s3.amazonaws.com/photos/65485865/medium.jpeg,,,,2,0,FALSE,,"Woolgoolga NSW 2456, Australia",-30.11073582,153.2101424,603,,,,603,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.2101424214 -30.1107358241),,,,,,W,,,,
168,41876730,Sat Apr 11 2020 07:32:50 GMT+1000 (GMT+10),11-04-20,2020-04-10 21:32:50 UTC,Brisbane,2723260,ali244,Ali Larnach,2020-04-11 02:16:03 UTC,2022-07-31 07:31:07 UTC,research,,https://www.inaturalist.org/observations/41876730,https://static.inaturalist.org/photos/66451087/medium.jpg,,,,2,0,FALSE,3,"Burleigh Heads Beach, QLD, AU",-28.07784325,153.4481877,178,,,,178,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.4481877493 -28.0778432473),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
169,42630989,2020/04/17 10:03 AM AEST,17-04-20,2020-04-17 00:03:00 UTC,Sydney,1505648,wingspanner,,2020-04-20 00:47:11 UTC,2022-07-31 07:31:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42630989,https://inaturalist-open-data.s3.amazonaws.com/photos/67696824/medium.jpeg,,,As observed being scavenged and eaten by a whistling kite.  See https://www.inaturalist.org/observations/42291918  ,2,0,FALSE,,"Tweed Heads NSW, Australia",-28.32695,153.57115,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.57115 -28.32695),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
170,42663525,2020/04/12 4:41 PM AEST,12-04-20,2020-04-12 06:41:00 UTC,Brisbane,775470,sarahbarnes,Sarah Barnes,2020-04-20 13:20:28 UTC,2022-07-31 07:31:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42663525,https://inaturalist-open-data.s3.amazonaws.com/photos/67751739/medium.jpg,,,,2,0,FALSE,,"Currumbin Beach, Queensland, Australia",-28.1277268,153.4871254,369,,,,369,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.4871254 -28.1277268),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
171,42916880,2020-04-22 1:51:42 PM GMT+10:00,22-04-20,2020-04-22 03:51:42 UTC,Sydney,2416073,rosiekstein,Rosie Steinberg,2020-04-23 01:31:37 UTC,2022-07-31 07:31:02 UTC,research,CC-BY,https://www.inaturalist.org/observations/42916880,https://inaturalist-open-data.s3.amazonaws.com/photos/68146756/medium.jpeg,,,,2,0,FALSE,2,"Eastbourne Av near Burrows Park, Clovelly NSW 2031, Australia",-33.9150339,151.2694097,,,,,,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2694097 -33.9150338997),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
172,43183213,Sat Apr 25 2020 07:42:13 GMT+1000 (GMT+10),25-04-20,2020-04-24 21:42:13 UTC,Brisbane,2821455,miss_pearl,,2020-04-24 21:44:32 UTC,2022-07-31 07:11:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43183213,https://inaturalist-open-data.s3.amazonaws.com/photos/68545235/medium.jpg,,,,3,0,FALSE,3,"Bass Strait, VIC, AU",-38.28881938,144.4877973,5,,,,5,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (144.4877973107 -38.2888193848),,,,,,W,,,,
173,43265015,2020/04/25 10:15 AM AEST,25-04-20,2020-04-25 00:15:00 UTC,Sydney,1446495,jenssommer01,Jens Sommer-Knudsen,2020-04-25 06:00:19 UTC,2022-07-31 07:31:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43265015,https://inaturalist-open-data.s3.amazonaws.com/photos/68656242/medium.jpeg,,,,2,0,FALSE,,"New South Wales, Australia",-33.79965784,151.2951098,165,,,,165,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.295109826 -33.799657837),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
175,43497512,2020/04/25 2:46 PM AEST,25-04-20,2020-04-25 04:46:00 UTC,Sydney,2491166,cnc_sydney_2022,Alejandro Treviño,2020-04-26 00:19:03 UTC,2022-07-31 07:30:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43497512,https://inaturalist-open-data.s3.amazonaws.com/photos/69003058/medium.jpeg,,,,3,0,FALSE,,"Sídney Nueva Gales del Sur, Australia",-33.80864996,151.2902366,152,,,,152,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2902365667 -33.8086499629),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
177,43556076,2020/04/25 10:46 AM AEST,25-04-20,2020-04-25 00:46:00 UTC,Sydney,969302,tonydiver,Tony Strazzari,2020-04-26 06:44:30 UTC,2022-07-31 07:30:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43556076,https://inaturalist-open-data.s3.amazonaws.com/photos/69105030/medium.jpeg,,,,2,0,FALSE,,"New South Wales, Australia",-32.92997917,151.7922398,110,,,,110,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.7922398001 -32.9299791742),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
178,43556287,Sun Apr 26 2020 14:44:58 GMT+1000 (GMT+10),26-04-20,2020-04-26 04:44:58 UTC,Brisbane,2750985,geelong-nature-nerd,,2020-04-26 06:47:11 UTC,2022-07-31 07:11:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43556287,https://inaturalist-open-data.s3.amazonaws.com/photos/69105702/medium.jpg,,,,3,0,FALSE,3,"Lower Bluff Wildlife Reserve, St Leonards, VIC, AU",-38.20090543,144.7084745,1675,,,,1675,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (144.7084744834 -38.2009054294),,,,,,W,,,,
180,43844292,Mon Apr 27 2020 14:42:40 GMT+1000 (GMT+10),27-04-20,2020-04-27 04:42:40 UTC,Sydney,1138587,thebeachcomber,Thomas Mesaglio,2020-04-27 06:44:35 UTC,2022-11-17 03:22:17 UTC,research,CC-BY,https://www.inaturalist.org/observations/43844292,https://inaturalist-open-data.s3.amazonaws.com/photos/69537339/medium.jpg,,,,2,0,FALSE,3,"Rickard Road, North Narrabeen, NSW, AU",-33.741967,151.317933,55,,,,55,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.317933 -33.741967),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
181,43846442,24-04-20 11:42,24-04-20,2020-04-24 01:42:21 UTC,Sydney,24009,johnturnbull,Marine Explorer (Dr John Turnbull),2020-04-27 07:08:13 UTC,2022-07-31 07:30:37 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/43846442,https://inaturalist-open-data.s3.amazonaws.com/photos/69540373/medium.jpg,,"SCUBA, Nature, Marine, Underwater, Australia, #marineexplorer, Under the kelp Ecklonia radiata",Bare Island,2,0,FALSE,,Bare Island,-33.992116,151.231191,208,,,,208,,,FALSE,,google,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.231191 -33.992116),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
182,43924378,2020/04/27 8:37 PM AEST,27-04-20,2020-04-27 10:37:00 UTC,Sydney,661392,nicklambert,Nick Lambert,2020-04-27 16:39:26 UTC,2022-07-31 06:51:22 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/43924378,https://inaturalist-open-data.s3.amazonaws.com/photos/69652273/medium.jpeg,,,,2,0,FALSE,,"New South Wales, Australia",-30.17612053,153.1902974,411,,,,411,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.1902974047 -30.1761205312),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
183,44694626,2020/05/03 1:55 PM AEST,03-05-20,2020-05-03 03:55:00 UTC,Sydney,661392,nicklambert,Nick Lambert,2020-05-03 06:10:33 UTC,2022-07-31 06:51:16 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/44694626,https://inaturalist-open-data.s3.amazonaws.com/photos/70860542/medium.jpeg,,,,2,0,FALSE,,"Bundagen NSW 2454, Australia",-30.41141909,153.0759296,122,,,,122,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.0759295783 -30.4114190868),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
184,45344424,2020/05/09 3:25 PM AEST,09-05-20,2020-05-09 05:25:00 UTC,Sydney,2223254,ratite,Jack Morgan,2020-05-09 08:13:33 UTC,2023-07-07 20:38:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45344424,https://inaturalist-open-data.s3.amazonaws.com/photos/71896924/medium.jpeg,,,,3,0,FALSE,,"Urunga NSW 2455, Australia",-30.49978334,153.0261171,15,,,,15,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.0261170652 -30.4997833371),,,,,,W,,,,
185,45447455,2020/05/09 10:13 AM AEST,09-05-20,2020-05-09 00:13:00 UTC,Sydney,969302,tonydiver,Tony Strazzari,2020-05-10 04:14:30 UTC,2022-07-31 06:51:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45447455,https://inaturalist-open-data.s3.amazonaws.com/photos/72067095/medium.jpeg,,,,2,0,FALSE,,"New South Wales, Australia",-32.95307774,151.7552037,67,,,,67,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.7552036668 -32.9530777362),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
186,47223043,2020/05/20 1:31 PM AEST,20-05-20,2020-05-20 03:31:00 UTC,Sydney,352056,harryrosenthal,Harry Rosenthal,2020-05-25 03:09:41 UTC,2022-07-31 06:51:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47223043,https://inaturalist-open-data.s3.amazonaws.com/photos/74894099/medium.jpeg,,,,1,0,FALSE,,"New South Wales, Australia",-34.05977014,151.1589898,8,,,,8,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.1589897754 -34.0597701419),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
187,47244288,2020/05/24 10:29 AM AEST,24-05-20,2020-05-24 00:29:00 UTC,Sydney,661392,nicklambert,Nick Lambert,2020-05-25 09:18:11 UTC,2020-10-21 20:43:49 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/47244288,https://inaturalist-open-data.s3.amazonaws.com/photos/74928287/medium.jpeg,,,,1,0,FALSE,,"Arrawarra NSW 2456, Australia",-30.0769807,153.2042869,189,,,,189,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.2042869339 -30.0769807014),,,,,,W,,,,
188,47582657,2020-05-28 12:17:20 PM GMT+10:00,28-05-20,2020-05-28 02:17:20 UTC,Brisbane,2908700,liamwilson,Liam Wilson,2020-05-28 02:17:50 UTC,2023-09-10 04:47:42 UTC,research,,https://www.inaturalist.org/observations/47582657,https://static.inaturalist.org/photos/75471665/medium.jpeg,,,,3,0,FALSE,2,"Killarney Heights NSW 2087, Australia",-33.82296633,151.2524234,9,,,,9,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.25242341 -33.82296633),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,W,,,,
189,48753037,2020/06/07 11:47 AM AEST,07-06-20,2020-06-07 01:47:00 UTC,Sydney,1446495,jenssommer01,Jens Sommer-Knudsen,2020-06-07 08:25:56 UTC,2022-07-31 06:50:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48753037,https://inaturalist-open-data.s3.amazonaws.com/photos/77368268/medium.jpeg,,,,2,0,FALSE,,"Sydney NSW, Australia",-33.82001458,151.2541718,106,,,,106,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2541718469 -33.8200145767),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
190,49390222,2020/06/06 4:27 PM AEST,06-06-20,2020-06-06 06:27:00 UTC,Sydney,2223254,ratite,Jack Morgan,2020-06-13 00:51:38 UTC,2023-07-07 20:12:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49390222,https://inaturalist-open-data.s3.amazonaws.com/photos/78401736/medium.jpeg,,,,1,0,FALSE,,"Coffs Harbour NSW 2450, Australia",-30.30784258,153.1406211,255,,,,255,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.1406211088 -30.3078425784),20,Central Eastern Shelf Transition,39,Transitional Waters,43033.89089,W,,,,
