id,Kelp
146950190.jpg,0
146950196.jpg,0
147869836.jpg,0
147872181.jpg,0
147872185.jpg,0
147872186.jpg,0
147872201.jpg,0
147873775.jpg,0
148597995.jpg,1
148598010.jpg,0
148598013.jpg,1
148598019.jpg,1
148598021.jpg,0
148598025.jpg,0
148598026.jpg,0
149222556.jpg,0
149222557.jpg,1
149222558.jpg,1
149791675.jpg,0
149888012.jpg,0
150479686.jpg,1
150479784.jpg,0
150997154.jpg,1
150997155.jpg,0
150997156.jpg,0
150997160.jpg,1
150997167.jpg,1
155672478.jpg,0
160721507.jpg,0
161575284.jpg,1
161575285.jpg,1
161575286.jpg,1
161575289.jpg,0
170468421.jpg,0
